transect_id,domain_number,lrr_m_yr,unc_m_yr,r_squared,n_obs,start_date,end_date,position_start_m,n_start,position_end_m,n_end,projected_change_m,projected_unc_m,observed_change_m,observed_minus_projected_m,window,lrr_window,span_years
usa_NC_0033_0100,30,3.2519,0.1466,0.7688,573,1996-02-11,2024-12-08,44.8167,12,56.8000,13,45.5266,2.0524,11.9833,-33.5433,1996_2010,1996_2024,14
usa_NC_0033_0101,30,3.1972,0.1421,0.7732,575,1996-02-11,2024-12-08,43.4000,12,55.1643,14,44.7608,1.9894,11.7643,-32.9965,1996_2010,1996_2024,14
usa_NC_0033_0102,30,3.1346,0.1379,0.7749,581,1996-02-11,2024-12-08,39.4167,12,53.3632,19,43.8844,1.9306,13.9465,-29.9379,1996_2010,1996_2024,14
usa_NC_0033_0103,30,3.1216,0.1393,0.7694,583,1996-02-11,2024-12-08,42.4167,12,51.5900,20,43.7024,1.9502,9.1733,-34.5291,1996_2010,1996_2024,14
usa_NC_0033_0104,31,3.0221,0.1395,0.7503,604,1996-02-11,2024-12-08,54.4583,12,64.1400,20,42.3094,1.9530,9.6817,-32.6277,1996_2010,1996_2024,14
usa_NC_0033_0105,31,2.9620,0.1387,0.7486,593,1996-02-11,2024-12-08,47.3083,12,59.8737,19,41.4680,1.9418,12.5654,-28.9026,1996_2010,1996_2024,14
usa_NC_0033_0106,31,2.9091,0.1417,0.7304,602,1996-02-11,2024-12-08,46.2667,12,55.3850,20,40.7274,1.9838,9.1183,-31.6091,1996_2010,1996_2024,14
usa_NC_0033_0107,31,2.8085,0.1439,0.7097,603,1996-02-11,2024-12-08,55.9333,12,61.4773,22,39.3190,2.0146,5.5439,-33.7751,1996_2010,1996_2024,14
usa_NC_0033_0108,31,2.6869,0.1476,0.6852,589,1996-02-11,2024-12-08,60.7250,12,66.5409,22,37.6166,2.0664,5.8159,-31.8007,1996_2010,1996_2024,14
usa_NC_0033_0109,31,2.6083,0.1483,0.6719,585,1996-02-11,2024-12-08,61.6917,12,67.6789,19,36.5162,2.0762,5.9873,-30.5289,1996_2010,1996_2024,14
usa_NC_0033_0110,31,2.4664,0.1535,0.6295,588,1996-02-11,2024-12-08,52.0167,12,56.9143,21,34.5296,2.1490,4.8976,-29.6320,1996_2010,1996_2024,14
usa_NC_0033_0111,31,2.4206,0.1571,0.6123,582,1996-02-11,2024-12-08,45.1167,12,51.6048,21,33.8884,2.1994,6.4881,-27.4003,1996_2010,1996_2024,14
usa_NC_0033_0112,31,2.3171,0.1548,0.5967,586,1996-02-11,2024-12-08,50.9333,12,58.3947,19,32.4394,2.1672,7.4614,-24.9780,1996_2010,1996_2024,14
usa_NC_0033_0113,31,2.2137,0.1575,0.5690,579,1996-02-11,2024-12-08,46.2917,12,54.2375,16,30.9918,2.2050,7.9458,-23.0460,1996_2010,1996_2024,14
usa_NC_0033_0114,31,2.1283,0.1634,0.5357,569,1996-02-11,2024-12-08,45.1417,12,53.3571,14,29.7962,2.2876,8.2155,-21.5807,1996_2010,1996_2024,14
usa_NC_0033_0115,32,1.9662,0.1662,0.4886,567,1996-02-11,2024-12-08,38.6917,12,52.1067,15,27.5268,2.3268,13.4150,-14.1118,1996_2010,1996_2024,14
usa_NC_0033_0116,32,1.8601,0.1666,0.4597,567,1996-02-11,2024-12-08,33.8000,12,50.1714,14,26.0414,2.3324,16.3714,-9.6700,1996_2010,1996_2024,14
usa_NC_0033_0117,32,1.7701,0.1621,0.4488,567,1996-02-11,2024-12-08,38.0462,13,54.1571,14,24.7814,2.2694,16.1110,-8.6704,1996_2010,1996_2024,14
usa_NC_0033_0118,32,1.5893,0.1624,0.3947,569,1996-02-11,2024-12-08,45.2308,13,61.7538,13,22.2502,2.2736,16.5231,-5.7271,1996_2010,1996_2024,14
usa_NC_0033_0119,32,1.4516,0.1675,0.3379,570,1996-02-11,2024-12-08,50.4923,13,63.6357,14,20.3224,2.3450,13.1434,-7.1790,1996_2010,1996_2024,14
usa_NC_0033_0120,32,1.3447,0.1659,0.3070,574,1996-02-11,2024-12-08,48.3538,13,62.0857,14,18.8258,2.3226,13.7319,-5.0939,1996_2010,1996_2024,14
usa_NC_0033_0121,32,1.2560,0.1693,0.2715,572,1996-02-11,2024-12-08,43.5385,13,61.1286,14,17.5840,2.3702,17.5901,0.0061,1996_2010,1996_2024,14
usa_NC_0033_0122,32,1.2072,0.1719,0.2484,578,1996-02-11,2024-12-08,39.6308,13,61.5158,19,16.9008,2.4066,21.8850,4.9842,1996_2010,1996_2024,14
usa_NC_0033_0123,32,1.2043,0.1709,0.2495,578,1996-02-11,2024-12-08,51.8385,13,70.2350,20,16.8602,2.3926,18.3965,1.5363,1996_2010,1996_2024,14
usa_NC_0033_0124,32,1.1538,0.1697,0.2341,585,1996-02-11,2024-12-08,58.2667,12,73.5950,20,16.1532,2.3758,15.3283,-0.8249,1996_2010,1996_2024,14
usa_NC_0033_0125,33,1.1396,0.1653,0.2370,592,1996-02-11,2024-12-08,85.4333,12,99.4429,21,15.9544,2.3142,14.0095,-1.9449,1996_2010,1996_2024,14
usa_NC_0033_0126,33,1.1761,0.1621,0.2544,597,1996-02-11,2024-12-08,104.9000,12,119.5455,22,16.4654,2.2694,14.6455,-1.8199,1996_2010,1996_2024,14
usa_NC_0033_0127,33,1.1648,0.1614,0.2549,589,1996-02-11,2024-12-08,58.1833,12,70.5417,24,16.3072,2.2596,12.3583,-3.9489,1996_2010,1996_2024,14
usa_NC_0033_0128,33,1.1999,0.1613,0.2681,585,1996-02-11,2024-12-08,50.0250,12,60.8136,22,16.7986,2.2582,10.7886,-6.0100,1996_2010,1996_2024,14
usa_NC_0033_0129,33,1.2040,0.1602,0.2703,590,1996-02-11,2024-12-08,43.8500,12,53.0091,22,16.8560,2.2428,9.1591,-7.6969,1996_2010,1996_2024,14
usa_NC_0033_0130,33,1.2434,0.1634,0.2799,577,1996-02-11,2024-12-08,48.8417,12,49.9050,20,17.4076,2.2876,1.0633,-16.3443,1996_2010,1996_2024,14
usa_NC_0033_0131,33,1.3323,0.1681,0.2984,572,1996-02-11,2024-12-08,59.1833,12,52.9524,21,18.6522,2.3534,-6.2310,-24.8832,1996_2010,1996_2024,14
usa_NC_0033_0132,33,1.4050,0.1751,0.3019,576,1996-02-11,2024-12-08,61.7583,12,50.0550,20,19.6700,2.4514,-11.7033,-31.3733,1996_2010,1996_2024,14
usa_NC_0033_0133,33,1.5614,0.1817,0.3336,571,1996-02-11,2024-12-08,63.9083,12,46.8235,17,21.8596,2.5438,-17.0848,-38.9444,1996_2010,1996_2024,14
usa_NC_0033_0134,33,1.6817,0.1892,0.3521,563,1996-02-11,2024-12-08,67.9333,12,43.8667,15,23.5438,2.6488,-24.0667,-47.6105,1996_2010,1996_2024,14
usa_NC_0033_0135,33,1.7800,0.1927,0.3706,561,1996-02-11,2024-12-08,63.2000,12,35.9133,15,24.9200,2.6978,-27.2867,-52.2067,1996_2010,1996_2024,14
usa_NC_0033_0136,34,1.8700,0.1931,0.3947,557,1996-02-11,2024-12-08,64.7667,12,37.8000,14,26.1800,2.7034,-26.9667,-53.1467,1996_2010,1996_2024,14
usa_NC_0033_0137,34,1.9628,0.1914,0.4222,557,1996-02-11,2024-12-08,70.6000,12,43.3429,14,27.4792,2.6796,-27.2571,-54.7363,1996_2010,1996_2024,14
usa_NC_0033_0138,34,2.0038,0.1873,0.4444,554,1996-02-11,2024-12-08,71.4167,12,41.9429,14,28.0532,2.6222,-29.4738,-57.5270,1996_2010,1996_2024,14
usa_NC_0033_0139,34,1.9871,0.1882,0.4367,557,1996-02-11,2024-12-08,73.3750,12,43.5769,13,27.8194,2.6348,-29.7981,-57.6175,1996_2010,1996_2024,14
usa_NC_0033_0140,34,1.9282,0.1831,0.4323,564,1996-02-11,2024-12-08,77.9500,12,50.6200,15,26.9948,2.5634,-27.3300,-54.3248,1996_2010,1996_2024,14
usa_NC_0033_0141,34,1.8709,0.1768,0.4355,562,1996-02-11,2024-12-08,85.0750,12,55.5176,17,26.1926,2.4752,-29.5574,-55.7500,1996_2010,1996_2024,14
usa_NC_0033_0142,34,1.8372,0.1791,0.4171,569,1996-02-11,2024-12-08,85.6250,12,54.4000,21,25.7208,2.5074,-31.2250,-56.9458,1996_2010,1996_2024,14
usa_NC_0033_0143,34,1.6867,0.1793,0.3725,577,1996-02-11,2024-12-08,84.4000,12,48.6286,21,23.6138,2.5102,-35.7714,-59.3852,1996_2010,1996_2024,14
usa_NC_0033_0144,34,1.5617,0.1817,0.3292,583,1996-02-11,2024-12-08,81.3250,12,43.6286,21,21.8638,2.5438,-37.6964,-59.5602,1996_2010,1996_2024,14
usa_NC_0033_0145,34,1.4487,0.1829,0.2923,588,1996-02-11,2024-12-08,77.5083,12,42.0864,22,20.2818,2.5606,-35.4220,-55.7038,1996_2010,1996_2024,14
usa_NC_0033_0146,35,1.2927,0.1858,0.2413,589,1996-02-11,2024-12-08,77.1385,13,35.9087,23,18.0978,2.6012,-41.2298,-59.3276,1996_2010,1996_2024,14
usa_NC_0033_0147,35,1.1074,0.1859,0.1901,585,1996-02-11,2024-12-08,80.7154,13,35.2840,25,15.5036,2.6026,-45.4314,-60.9350,1996_2010,1996_2024,14
usa_NC_0033_0148,35,0.9429,0.1883,0.1432,581,1996-02-11,2024-12-08,86.5308,13,36.4609,23,13.2006,2.6362,-50.0699,-63.2705,1996_2010,1996_2024,14
usa_NC_0033_0149,35,0.7861,0.1869,0.1059,578,1996-02-11,2024-12-08,89.2615,13,35.4571,21,11.0054,2.6166,-53.8044,-64.8098,1996_2010,1996_2024,14
usa_NC_0033_0150,35,0.6144,0.1859,0.0689,572,1996-02-11,2024-12-08,88.8462,13,31.7714,21,8.6016,2.6026,-57.0747,-65.6763,1996_2010,1996_2024,14
usa_NC_0033_0151,35,0.4780,0.1911,0.0405,574,1996-02-11,2024-12-08,89.9846,13,30.7952,21,6.6920,2.6754,-59.1894,-65.8814,1996_2010,1996_2024,14
usa_NC_0033_0152,35,0.3657,0.1943,0.0232,577,1996-02-11,2024-12-08,85.8385,13,26.5684,19,5.1198,2.7202,-59.2700,-64.3898,1996_2010,1996_2024,14
usa_NC_0033_0153,35,0.2890,0.1940,0.0147,574,1996-02-11,2024-12-08,83.1462,13,23.5765,17,4.0460,2.7160,-59.5697,-63.6157,1996_2010,1996_2024,14
usa_NC_0033_0154,35,0.2175,0.1926,0.0087,562,1996-02-11,2024-12-08,78.4538,13,20.7375,16,3.0450,2.6964,-57.7163,-60.7613,1996_2010,1996_2024,14
usa_NC_0033_0155,35,0.2341,0.1921,0.0103,553,1996-02-11,2024-12-08,78.8385,13,22.9667,15,3.2774,2.6894,-55.8718,-59.1492,1996_2010,1996_2024,14
usa_NC_0033_0156,35,0.2705,0.1903,0.0137,564,1996-02-11,2024-12-08,77.7308,13,25.7067,15,3.7870,2.6642,-52.0241,-55.8111,1996_2010,1996_2024,14
usa_NC_0033_0157,36,0.2344,0.1910,0.0102,566,1996-02-11,2024-12-08,75.3462,13,25.2143,14,3.2816,2.6740,-50.1319,-53.4135,1996_2010,1996_2024,14
usa_NC_0033_0158,36,0.2537,0.1965,0.0112,568,1996-02-11,2024-12-08,76.8692,13,24.4643,14,3.5518,2.7510,-52.4049,-55.9567,1996_2010,1996_2024,14
usa_NC_0033_0159,36,0.2246,0.2003,0.0085,569,1996-02-11,2024-12-08,77.3000,13,25.7357,14,3.1444,2.8042,-51.5643,-54.7087,1996_2010,1996_2024,14
usa_NC_0033_0160,36,0.1935,0.1961,0.0066,567,1996-02-11,2024-12-08,80.2923,13,26.1800,15,2.7090,2.7454,-54.1123,-56.8213,1996_2010,1996_2024,14
usa_NC_0033_0161,36,0.1492,0.1905,0.0041,580,1996-02-11,2024-12-08,83.4154,13,31.4667,18,2.0888,2.6670,-51.9487,-54.0375,1996_2010,1996_2024,14
usa_NC_0033_0162,36,0.0321,0.1841,0.0002,578,1996-02-11,2024-12-08,77.6385,13,26.6550,20,0.4494,2.5774,-50.9835,-51.4329,1996_2010,1996_2024,14
usa_NC_0033_0163,36,-0.0644,0.1815,0.0008,584,1996-02-11,2024-12-08,82.9923,13,32.1800,20,-0.9016,2.5410,-50.8123,-49.9107,1996_2010,1996_2024,14
usa_NC_0033_0164,36,-0.2127,0.1763,0.0096,584,1996-02-11,2024-12-08,80.0077,13,32.7750,20,-2.9778,2.4682,-47.2327,-44.2549,1996_2010,1996_2024,14
usa_NC_0033_0165,36,-0.3392,0.1684,0.0260,587,1996-02-11,2024-12-08,79.3077,13,36.4000,21,-4.7488,2.3576,-42.9077,-38.1589,1996_2010,1996_2024,14
usa_NC_0033_0166,36,-0.4120,0.1664,0.0382,597,1996-02-11,2024-12-08,79.2769,13,37.8130,23,-5.7680,2.3296,-41.4639,-35.6959,1996_2010,1996_2024,14
usa_NC_0033_0167,37,-0.4873,0.1691,0.0519,587,1996-02-11,2024-12-08,77.7692,13,37.1409,22,-6.8222,2.3674,-40.6283,-33.8061,1996_2010,1996_2024,14
usa_NC_0033_0168,37,-0.4496,0.1677,0.0455,584,1996-02-11,2024-12-08,70.9083,12,35.8273,22,-6.2944,2.3478,-35.0811,-28.7867,1996_2010,1996_2024,14
usa_NC_0033_0169,37,-0.4219,0.1646,0.0421,578,1996-02-11,2024-12-08,66.2364,11,36.7571,21,-5.9066,2.3044,-29.4792,-23.5726,1996_2010,1996_2024,14
usa_NC_0033_0170,37,-0.3521,0.1610,0.0313,573,1996-02-11,2024-12-08,64.2545,11,37.3048,21,-4.9294,2.2540,-26.9498,-22.0204,1996_2010,1996_2024,14
usa_NC_0033_0171,37,-0.2034,0.1564,0.0112,579,1996-02-11,2024-12-08,58.0091,11,35.0524,21,-2.8476,2.1896,-22.9567,-20.1091,1996_2010,1996_2024,14
usa_NC_0033_0172,37,-0.0692,0.1549,0.0014,571,1996-02-11,2024-12-08,57.0091,11,37.4444,18,-0.9688,2.1686,-19.5646,-18.5958,1996_2010,1996_2024,14
usa_NC_0033_0173,37,0.0574,0.1604,0.0009,571,1996-02-11,2024-12-08,54.6455,11,40.0529,17,0.8036,2.2456,-14.5925,-15.3961,1996_2010,1996_2024,14
usa_NC_0033_0174,37,0.1394,0.1645,0.0049,567,1996-02-11,2024-12-08,56.2091,11,43.5333,15,1.9516,2.3030,-12.6758,-14.6274,1996_2010,1996_2024,14
usa_NC_0033_0175,37,0.1527,0.1661,0.0058,558,1996-02-11,2024-12-08,48.1364,11,41.1000,16,2.1378,2.3254,-7.0364,-9.1742,1996_2010,1996_2024,14
usa_NC_0033_0176,37,0.1690,0.1631,0.0073,568,1996-02-11,2024-12-08,61.2455,11,57.9600,15,2.3660,2.2834,-3.2855,-5.6515,1996_2010,1996_2024,14
usa_NC_0033_0177,37,0.1383,0.1599,0.0051,567,1996-02-11,2024-12-08,48.2273,11,48.9643,14,1.9362,2.2386,0.7370,-1.1992,1996_2010,1996_2024,14
usa_NC_0033_0178,38,0.0926,0.1597,0.0023,561,1996-02-11,2024-12-08,44.3091,11,48.1571,14,1.2964,2.2358,3.8481,2.5517,1996_2010,1996_2024,14
usa_NC_0033_0179,38,0.1183,0.1562,0.0039,571,1996-02-11,2024-12-08,45.8000,11,51.9308,13,1.6562,2.1868,6.1308,4.4746,1996_2010,1996_2024,14
usa_NC_0033_0180,38,0.0874,0.1547,0.0022,571,1996-02-11,2024-12-08,48.8545,11,56.1714,14,1.2236,2.1658,7.3169,6.0933,1996_2010,1996_2024,14
usa_NC_0033_0181,38,0.0763,0.1526,0.0017,581,1996-02-11,2024-12-08,47.7636,11,55.5579,19,1.0682,2.1364,7.7943,6.7261,1996_2010,1996_2024,14
usa_NC_0033_0182,38,0.0576,0.1538,0.0009,581,1996-02-11,2024-12-08,49.3364,11,55.2650,20,0.8064,2.1532,5.9286,5.1222,1996_2010,1996_2024,14
usa_NC_0033_0183,38,0.0557,0.1503,0.0009,585,1996-02-11,2024-12-08,45.2818,11,49.0550,20,0.7798,2.1042,3.7732,2.9934,1996_2010,1996_2024,14
usa_NC_0033_0184,38,0.1541,0.1509,0.0068,587,1996-02-11,2024-12-08,46.5455,11,53.9350,20,2.1574,2.1126,7.3895,5.2321,1996_2010,1996_2024,14
usa_NC_0033_0185,38,0.1872,0.1523,0.0098,591,1996-02-11,2024-12-08,42.6909,11,54.3048,21,2.6208,2.1322,11.6139,8.9931,1996_2010,1996_2024,14
usa_NC_0033_0186,38,0.2172,0.1513,0.0134,587,1996-02-11,2024-12-08,42.4909,11,52.0000,23,3.0408,2.1182,9.5091,6.4683,1996_2010,1996_2024,14
usa_NC_0033_0187,38,0.2415,0.1551,0.0159,581,1996-02-11,2024-12-08,41.4000,12,46.9391,23,3.3810,2.1714,5.5391,2.1581,1996_2010,1996_2024,14
usa_NC_0033_0188,39,0.2534,0.1522,0.0180,584,1996-02-11,2024-12-08,41.4667,12,46.4952,21,3.5476,2.1308,5.0286,1.4810,1996_2010,1996_2024,14
usa_NC_0033_0189,39,0.2266,0.1538,0.0142,583,1996-02-11,2024-12-08,40.3500,12,45.9190,21,3.1724,2.1532,5.5690,2.3966,1996_2010,1996_2024,14
usa_NC_0033_0190,39,0.2459,0.1526,0.0172,575,1996-02-11,2024-12-08,40.3167,12,45.3000,22,3.4426,2.1364,4.9833,1.5407,1996_2010,1996_2024,14
usa_NC_0033_0191,39,0.2187,0.1481,0.0143,581,1996-02-11,2024-12-08,41.9500,12,45.9364,22,3.0618,2.0734,3.9864,0.9246,1996_2010,1996_2024,14
usa_NC_0033_0192,39,0.2175,0.1436,0.0150,585,1996-02-11,2024-12-08,42.4083,12,44.9211,19,3.0450,2.0104,2.5127,-0.5323,1996_2010,1996_2024,14
usa_NC_0033_0193,39,0.2078,0.1451,0.0137,572,1996-02-11,2024-12-08,43.4250,12,45.2667,15,2.9092,2.0314,1.8417,-1.0675,1996_2010,1996_2024,14
usa_NC_0033_0194,39,0.1388,0.1441,0.0063,569,1996-02-11,2024-12-08,40.3333,12,42.1882,17,1.9432,2.0174,1.8549,-0.0883,1996_2010,1996_2024,14
usa_NC_0033_0195,39,0.1576,0.1406,0.0085,565,1996-02-11,2024-12-08,40.0750,12,41.3750,16,2.2064,1.9684,1.3000,-0.9064,1996_2010,1996_2024,14
usa_NC_0033_0196,39,0.1893,0.1399,0.0123,568,1996-02-11,2024-12-08,38.7750,12,39.9437,16,2.6502,1.9586,1.1687,-1.4815,1996_2010,1996_2024,14
usa_NC_0033_0197,39,0.1925,0.1379,0.0129,575,1996-02-11,2024-12-08,42.4417,12,45.2571,14,2.6950,1.9306,2.8155,0.1205,1996_2010,1996_2024,14
usa_NC_0033_0198,40,0.2370,0.1316,0.0213,576,1996-02-11,2024-12-08,43.2750,12,43.1200,15,3.3180,1.8424,-0.1550,-3.4730,1996_2010,1996_2024,14
usa_NC_0033_0199,40,0.2651,0.1335,0.0260,573,1996-02-11,2024-12-08,44.1667,12,43.2600,15,3.7114,1.8690,-0.9067,-4.6181,1996_2010,1996_2024,14
usa_NC_0033_0200,40,0.3059,0.1303,0.0354,581,1996-02-11,2024-12-08,43.3250,12,46.7933,15,4.2826,1.8242,3.4683,-0.8143,1996_2010,1996_2024,14
usa_NC_0033_0201,40,0.2978,0.1276,0.0351,579,1996-02-11,2024-12-08,45.1083,12,51.5650,20,4.1692,1.7864,6.4567,2.2875,1996_2010,1996_2024,14
usa_NC_0033_0202,40,0.2623,0.1332,0.0248,591,1996-02-11,2024-12-08,44.8000,12,50.9810,21,3.6722,1.8648,6.1810,2.5088,1996_2010,1996_2024,14
usa_NC_0033_0203,40,0.2699,0.1359,0.0252,591,1996-02-11,2024-12-08,50.9750,12,58.7714,21,3.7786,1.9026,7.7964,4.0178,1996_2010,1996_2024,14
usa_NC_0033_0204,40,0.3136,0.1422,0.0307,595,1996-02-11,2024-12-08,48.9000,12,56.1500,22,4.3904,1.9908,7.2500,2.8596,1996_2010,1996_2024,14
usa_NC_0033_0205,40,0.3996,0.1393,0.0512,590,1996-02-11,2024-12-08,50.3583,12,59.3955,22,5.5944,1.9502,9.0371,3.4427,1996_2010,1996_2024,14
usa_NC_0033_0206,40,0.4660,0.1436,0.0645,591,1996-02-11,2024-12-08,48.0500,12,59.5565,23,6.5240,2.0104,11.5065,4.9825,1996_2010,1996_2024,14
usa_NC_0033_0207,40,0.5240,0.1450,0.0790,589,1996-02-11,2024-12-08,44.8333,12,53.4696,23,7.3360,2.0300,8.6362,1.3002,1996_2010,1996_2024,14
usa_NC_0033_0209,41,0.6616,0.1548,0.1088,579,1996-02-11,2024-12-08,48.8667,12,58.2955,22,9.2624,2.1672,9.4288,0.1664,1996_2010,1996_2024,14
usa_NC_0033_0210,41,0.6951,0.1556,0.1191,572,1996-02-11,2024-12-08,48.0750,12,56.8409,22,9.7314,2.1784,8.7659,-0.9655,1996_2010,1996_2024,14
usa_NC_0033_0211,41,0.7359,0.1577,0.1275,577,1996-02-11,2024-12-08,41.3500,12,49.7591,22,10.3026,2.2078,8.4091,-1.8935,1996_2010,1996_2024,14
usa_NC_0033_0212,41,0.7517,0.1552,0.1379,568,1996-02-11,2024-12-08,45.0750,12,52.1778,18,10.5238,2.1728,7.1028,-3.4210,1996_2010,1996_2024,14
usa_NC_0033_0213,41,0.7071,0.1520,0.1280,571,1996-02-11,2024-12-08,34.3250,12,36.8500,16,9.8994,2.1280,2.5250,-7.3744,1996_2010,1996_2024,14
usa_NC_0033_0214,41,0.6296,0.1464,0.1114,571,1996-02-11,2024-12-08,37.3909,11,37.1353,17,8.8144,2.0496,-0.2556,-9.0700,1996_2010,1996_2024,14
usa_NC_0033_0215,41,0.5533,0.1416,0.0949,564,1996-02-11,2024-12-08,38.6273,11,37.3438,16,7.7462,1.9824,-1.2835,-9.0297,1996_2010,1996_2024,14
usa_NC_0033_0216,41,0.5092,0.1377,0.0858,564,1996-02-11,2024-12-08,42.7909,11,41.5438,16,7.1288,1.9278,-1.2472,-8.3760,1996_2010,1996_2024,14
usa_NC_0033_0217,41,0.4265,0.1315,0.0662,575,1996-02-11,2024-12-08,37.0727,11,35.8125,16,5.9710,1.8410,-1.2602,-7.2312,1996_2010,1996_2024,14
usa_NC_0033_0218,41,0.4401,0.1339,0.0691,563,1996-02-11,2024-12-08,36.8000,11,36.3867,15,6.1614,1.8746,-0.4133,-6.5747,1996_2010,1996_2024,14
usa_NC_0033_0219,42,0.4328,0.1372,0.0640,563,1996-02-11,2024-12-08,34.3455,11,33.8667,15,6.0592,1.9208,-0.4788,-6.5380,1996_2010,1996_2024,14
usa_NC_0033_0220,42,0.4194,0.1412,0.0566,569,1996-02-11,2024-12-08,39.0909,11,45.0778,18,5.8716,1.9768,5.9869,0.1153,1996_2010,1996_2024,14
usa_NC_0033_0221,42,0.4216,0.1408,0.0567,577,1996-02-11,2024-12-08,31.7182,11,41.8950,20,5.9024,1.9712,10.1768,4.2744,1996_2010,1996_2024,14
usa_NC_0033_0222,42,0.4299,0.1383,0.0607,579,1996-02-11,2024-12-08,41.8364,11,51.1333,21,6.0186,1.9362,9.2970,3.2784,1996_2010,1996_2024,14
usa_NC_0033_0223,42,0.4168,0.1398,0.0552,589,1996-02-11,2024-12-08,31.4250,12,41.9381,21,5.8352,1.9572,10.5131,4.6779,1996_2010,1996_2024,14
usa_NC_0033_0224,42,0.4234,0.1413,0.0563,582,1996-02-11,2024-12-08,30.8917,12,42.9381,21,5.9276,1.9782,12.0464,6.1188,1996_2010,1996_2024,14
usa_NC_0033_0225,42,0.4250,0.1372,0.0596,586,1996-02-11,2024-12-08,31.9583,12,46.0682,22,5.9500,1.9208,14.1098,8.1598,1996_2010,1996_2024,14
usa_NC_0033_0226,42,0.3469,0.1345,0.0417,591,1996-02-11,2024-12-08,23.4923,13,40.0600,25,4.8566,1.8830,16.5677,11.7111,1996_2010,1996_2024,14
usa_NC_0033_0227,42,0.3122,0.1321,0.0358,583,1996-02-11,2024-12-08,22.6769,13,37.9609,23,4.3708,1.8494,15.2839,10.9131,1996_2010,1996_2024,14
usa_NC_0033_0228,42,0.2981,0.1345,0.0314,587,1996-02-11,2024-12-08,23.3769,13,38.6727,22,4.1734,1.8830,15.2958,11.1224,1996_2010,1996_2024,14
usa_NC_0033_0229,43,0.3372,0.1312,0.0421,582,1996-02-11,2024-12-08,30.5923,13,47.2955,22,4.7208,1.8368,16.7031,11.9823,1996_2010,1996_2024,14
usa_NC_0033_0230,43,0.3411,0.1299,0.0450,567,1996-02-11,2024-12-08,20.9231,13,37.1000,22,4.7754,1.8186,16.1769,11.4015,1996_2010,1996_2024,14
usa_NC_0033_0231,43,0.2545,0.1267,0.0267,570,1996-02-11,2024-12-08,21.9231,13,35.0150,20,3.5630,1.7738,13.0919,9.5289,1996_2010,1996_2024,14
usa_NC_0033_0232,43,0.1760,0.1223,0.0138,573,1996-02-11,2024-12-08,18.0846,13,30.7778,18,2.4640,1.7122,12.6932,10.2292,1996_2010,1996_2024,14
usa_NC_0033_0233,43,0.1367,0.1227,0.0084,566,1996-02-11,2024-12-08,17.9077,13,30.5813,16,1.9138,1.7178,12.6736,10.7598,1996_2010,1996_2024,14
usa_NC_0033_0234,43,0.1020,0.1279,0.0044,556,1996-02-11,2024-12-08,17.7154,13,30.3063,16,1.4280,1.7906,12.5909,11.1629,1996_2010,1996_2024,14
usa_NC_0033_0235,43,0.1622,0.1259,0.0113,561,1996-02-11,2024-12-08,15.9154,13,26.8375,16,2.2708,1.7626,10.9221,8.6513,1996_2010,1996_2024,14
usa_NC_0033_0236,43,0.1551,0.1263,0.0104,554,1996-02-11,2024-12-08,29.6846,13,39.9438,16,2.1714,1.7682,10.2591,8.0877,1996_2010,1996_2024,14
usa_NC_0033_0237,43,0.1548,0.1277,0.0100,565,1996-02-11,2024-12-08,25.0538,13,36.9600,15,2.1672,1.7878,11.9062,9.7390,1996_2010,1996_2024,14
usa_NC_0033_0238,43,0.0808,0.1289,0.0026,574,1996-02-11,2024-12-08,23.7308,13,39.0200,15,1.1312,1.8046,15.2892,14.1580,1996_2010,1996_2024,14
usa_NC_0033_0239,44,0.0576,0.1279,0.0014,562,1996-02-11,2024-12-08,29.3692,13,44.2714,14,0.8064,1.7906,14.9022,14.0958,1996_2010,1996_2024,14
usa_NC_0033_0240,44,-0.0065,0.1295,0.0000,564,1996-02-11,2024-12-08,12.6846,13,28.1529,17,-0.0910,1.8130,15.4683,15.5593,1996_2010,1996_2024,14
usa_NC_0033_0241,44,-0.0441,0.1287,0.0008,579,1996-02-11,2024-12-08,17.2615,13,33.8550,20,-0.6174,1.8018,16.5935,17.2109,1996_2010,1996_2024,14
usa_NC_0033_0242,44,-0.0379,0.1286,0.0006,576,1996-02-11,2024-12-08,32.3462,13,48.0850,20,-0.5306,1.8004,15.7388,16.2694,1996_2010,1996_2024,14
usa_NC_0033_0243,44,0.0675,0.1256,0.0019,574,1996-02-11,2024-12-08,23.7692,13,38.4450,20,0.9450,1.7584,14.6758,13.7308,1996_2010,1996_2024,14
usa_NC_0033_0244,44,0.1574,0.1224,0.0109,581,1996-02-11,2024-12-08,22.3385,13,38.2900,20,2.2036,1.7136,15.9515,13.7479,1996_2010,1996_2024,14
usa_NC_0033_0245,44,0.2036,0.1270,0.0168,582,1996-02-11,2024-12-08,22.6385,13,37.4190,21,2.8504,1.7780,14.7806,11.9302,1996_2010,1996_2024,14
usa_NC_0033_0246,44,0.1457,0.1306,0.0082,582,1996-02-11,2024-12-08,21.8538,13,31.9818,22,2.0398,1.8284,10.1280,8.0882,1996_2010,1996_2024,14
usa_NC_0033_0247,44,0.0682,0.1302,0.0018,580,1996-02-11,2024-12-08,19.5769,13,26.9667,21,0.9548,1.8228,7.3897,6.4349,1996_2010,1996_2024,14
